,song_id,mbtag,song
1201,SONTKHG12A81C22D4C,soul and reggae ,Only You-Ayo
1202,SOJPNCH12A67AE0E21,soul and reggae ,Watching You-Ayo
1203,SOUASUS12A81C22D53,soul and reggae ,Girls-Ayo
1204,SODVGUA12AB017D708,jazz and blues ,Spoonful-Robben Ford
1205,SOOSYMY12AB01888CD,jazz and blues ,I Got Over It (Album Version)-Robben Ford
1206,SOVKUOE12A58A8066E,jazz and blues ,Something For The Pain-Robben Ford
1207,SOISSKN12AB01888AF,jazz and blues ,Ain't Got Nothin' But The Blues (Album Version)-Robben Ford
1208,SOBEZJB12A6D4FBA4A,jazz and blues ,The Champ-Robben Ford
1209,SOCKRKE12AB018DD02,jazz and blues ,Talk To Your Daughter (Album Version)-Robben Ford
1210,SOUFQJU12A58A80EAC,world ,j Uh!-Juana Molina
1211,SOVKCHA12A58A7D703,world ,Quiero-Juana Molina
1212,SONQKDG12A8C130D96,world ,Isabel-Juana Molina
1213,SOXHJSF12A8151C96E,world ,Micael-Juana Molina
1214,SOSPTBA12A81C23A03,world ,El Perro-Juana Molina
1215,SOBKMDD12A58A7F476,janet-jackson pop and chart the queen ,Interlude: Livin'...In Complete Darkness-Janet Jackson
1216,SORZIBX12CF546516B,janet-jackson pop and chart the queen ,Greatest X-Janet Jackson
1217,SOFHYZU12CF530E59B,janet-jackson pop and chart the queen ,Again-Janet Jackson
1218,SOOJNDD12A6D4F99E5,janet-jackson pop and chart the queen ,Hold On Baby-Janet Jackson
1219,SOSOMWG12CF530D54E,janet-jackson pop and chart the queen ,When I Think Of You-Janet Jackson
1220,SOSGKJE12A6D4F7920,janet-jackson pop and chart the queen ,My Baby (Feat. Kanye West)-Janet Jackson Featuring Kanye West
1221,SOMCFYL12A81C239F0,janet-jackson pop and chart the queen ,Again (Instrumental)-Janet Jackson
1222,SOVLQYZ12AC3DF6BCA,celtic metal folk metal gaulish lyrics melodic death metal metal swiss ,(Do)Minion-Eluveitie
1223,SOHVOAF12A8C143ED2,celtic metal folk metal gaulish lyrics melodic death metal metal swiss ,A Girls Oath-Eluveitie
1224,SOYOQSV12CF582753D,celtic metal folk metal gaulish lyrics melodic death metal metal swiss ,Primordial Breath-Eluveitie
1225,SOLYLZD12A6D4FB2F5,electronic icelandic post-rock rock and indie ,Nightly Cares-Múm
1226,SOIYKGB12A8C1384B0,electronic icelandic post-rock rock and indie ,Mr. Crump-Mum
1227,SOLYLAQ12AB018A0C1,cantonese chinese hong kong mandarin ,Li Jia Chu Zou-Janice Vidal
1228,SOMTZGM12AB0187CA0,cantonese chinese hong kong mandarin ,Water-Liked-Janice Vidal
1229,SORJPQM12A8C1338BB,classical ,Concerto for Orchestra (Zoroastrian Riddles) (1996)/3. Adagio non troppo-David Zinman;Pittsburgh Symphony Orchestra
1230,SOXGMCO12A8C139D60,classical ,Des Helden Widersacher-David Zinman
1231,SOQMZCQ12A8C1335F0,classic pop and rock ,Anybody Seen My Girl-Keb'Mo'
1232,SOHSNYO12A8C134B6C,classic pop and rock ,I'm Amazing-Keb' Mo'
1233,SOZTGFT12A8C137271,classic pop and rock ,Dangerous Mood-Keb' Mo'
1234,SOMLPQI12A8C13EE3F,classic pop and rock ,Still There For Me-Keb' Mo'
1235,SORBWQW12A8C130C25,classic pop and rock ,I Am Your Mother Too-Keb' Mo'
1236,SOYULQG12AF729C1AB,classic pop and rock ,The Door-Keb' Mo'
1237,SOMKBNA12AB017BEA1,classic pop and rock folk ,Just My Baby-Rickie Lee Jones
1238,SOHJXOB12AB018627B,classic pop and rock folk ,It Must Be Love (Live Acoustic Version)-Rickie Lee Jones
1239,SOUOZQB12AB0186284,classic pop and rock folk ,Skeletons (Live Acoustic Version)-Rickie Lee Jones
1240,SOAGJGA12A6D4F980C,classic pop and rock folk ,Love Is Gonna Bring Us Back Alive-Rickie Lee Jones
1241,SOSNZGD12AB0186296,classic pop and rock folk ,Coolsville (Live Acoustic Version)-Rickie Lee Jones
1242,SOWQNPV12A6D4F980D,classic pop and rock folk ,Away From The Sky-Rickie Lee Jones
1243,SONWSOW12A8C13BC80,classic pop and rock folk ,Danny's All-Star Joint (LP Version)-Rickie Lee Jones
1244,SOLDRGH12A8C131F5D,classic pop and rock folk ,Second Time Around-Rickie Lee Jones
1245,SOFNRTP12AC90717AA,soul and reggae ,Ku Klux Klan-Steel Pulse
1246,SOSYUIY12AB0189FC2,soul and reggae ,Role Model-Steel Pulse
1247,SOPBJAX12A6310E86F,soul and reggae ,We Can Do It-Steel Pulse
1248,SOGNZNU12AB0189FE3,soul and reggae ,House of Love-Steel Pulse
1249,SOBFZKC12A6D4FC1F7,soul and reggae ,Man No Sober (LP Version)-Steel Pulse
1250,SOMDRBE12AB01813EA,jamaican reggae rock rocksteady ska soul and reggae ,Sweet & Dandy-Toots & The Maytals
1251,SOXBXWO12AF72A719A,jamaican reggae rock rocksteady ska soul and reggae ,She Will Never Let Me Down-Toots & The Maytals
1252,SOIVYLE12A67020ED4,jamaican reggae rock rocksteady ska soul and reggae ,It's You-Toots & The Maytals
1253,SOPQEVH12A8C135713,folk ,Let Me Go Home Whiskey-Asleep At The Wheel
1254,SOLQSUX12AF72AB397,folk ,Big Balls And Cow Town-Asleep At The Wheel
1255,SOWOHFX12A8C138B5D,folk ,I Hate Christmas-Asleep At The Wheel
1256,SOLVDDZ12A8C13570B,folk ,The Son Shines Down On Me-Asleep At The Wheel
1257,SOFCCRW12A6D4FA064,folk ,The Letter That Johnny Walker Read-Asleep At The Wheel
1258,SOSZDME12AF72AC84F,folk ,Hot Rod Lincoln-Asleep At The Wheel
1259,SOGTRKA12A8C137D72,classic pop and rock folk ,Somos Gitanos-Gipsy Kings
1260,SOITOFS12A81C21D00,classic pop and rock folk ,Camino-Gipsy Kings
1261,SOWEZSI12A81C21CE6,classic pop and rock folk ,Tu Quieres Volver-Gipsy Kings
1262,SOHSENM12AB017FFF5,finnish ,The Last Round-Amoral
1263,SOAEHWD12A58A7E36C,finnish ,Metamorphosis-Amoral
1264,SONGVVU12AB018719F,finnish ,Perfection Design-Amoral
1265,SOOCRIF12AB0181137,hip hop ,Knowledge Is King-Kool Moe Dee
1266,SOLZRNM12AB0182048,hip hop ,How Ya Like Me Now-Kool Moe Dee
1267,SOAKFMO12AB017DE84,hip hop ,Way Way Back-Kool Moe Dee
1268,SOITKDW12A8C13BA44,hip hop ,I Go To Work-Kool Moe Dee
1269,SOVXKMW12A8C1414C1,hip hop ,Death Blow-Kool Moe Dee
1270,SOILAOQ12AB01894C9,conductor ,Hary Janos Suite : VI. A csaszari udvar bevonulasa (Entrance of the Emperor and his Court)-Neeme Jarvi
1271,SOQNZJI12AB018E3B8,conductor ,"Suite No. 4 in G major_ Op. 61_ ""Mozartiana"": IV. Variation 5 -Neeme Jarvi"
1272,SOSPNDI12AB017F769,argentina latin ska ,Noches Arabes-Los Fabulosos Cadillacs
1273,SONPKNE12AB0180390,argentina latin ska ,Matador-Los Fabulosos Cadillacs
1274,SODZMUH12AB01838CD,argentina latin ska ,El Mensaje Soy Yo-Los Fabulosos Cadillacs
1275,SOUFXRV12AB01815C3,argentina latin ska ,Manuel Santillán_ El León (Versión Reggae)-Los Fabulosos Cadillacs
1276,SOLLARE12A8C136DF8,argentina latin ska ,La Vida-Los Fabulosos Cadillacs
1277,SOIGZOE12AB017F37D,argentina latin ska ,Vos Sabes-Los Fabulosos Cadillacs
1278,SOIQGQN12A8C1461C8,argentina latin ska ,Galopera-Los Fabulosos
1279,SOFGZBJ12AB01890B0,argentina latin ska ,Twist Y Gritos (Twist & Shout)-Los Fabulosos Cadillacs
1280,SOGOUPN12AB0186262,argentina latin ska ,Todas Las Cosas Que Ella Me Dió-Los Fabulosos Cadillacs
1281,SOHBVHN12AB0180BA7,argentina latin ska ,Electrasonic V-Los Fabulosos Cadillacs
1282,SOFZNZA12A6D4F8B0D,blues classic pop and rock folk ,Memphis In The Meantime-John Hiatt
1283,SOZUVDO12A6D4F7695,rock and indie ,Ridin' High-The Impressions
1284,SOVUWVD12AB0185694,rock and indie ,At The County Fair - Original-The Impressions
1285,SORDYIS12A6D4F64EC,rock and indie ,I Found You-The Impressions
1286,SOJCFUI12A6D4FC28C,rock and indie ,The Girl I Find (LP Version)-The Impressions
1287,SORNHUW12A6D4F9006,rock and indie ,This Is My Country-The Impressions
1288,SOQLAUY12A6D4F900A,rock and indie ,Need To Belong To Someone-The Impressions
1289,SOQGKIP12AB0186A5D,rock and indie ,You'll Never Find-The Impressions
1290,SOEKMUY12AB018CB47,american soundtrack ,Porcelain Man-John Debney
1291,SOBCOMU12A8C1330B0,american soundtrack ,Buddy and Santa's Flight-John Debney
1292,SOJXHAS12AB017F81E,american soundtrack ,Dad Apologizes-John Debney
1293,SOHWZOW12AB017EE95,czechoslovakia ,Spirit and Machine-Marcelo Radulovich
1294,SOQYKND12AAF3B305E,czechoslovakia ,Non-Stop Floater-Marcelo Radulovich
1295,SOQBKAT12A81C20661,jazz and blues ,I Only Have Eyes For You (Album Version)-John Stevens
1296,SOEARAY12A8C139C21,classic pop and rock rock ,Hook Of Holland-Eric Burdon
1297,SOKKLMZ12AB018A141,classic pop and rock rock ,Feeling Blue-Eric Burdon
1298,SODICKC12AB0186806,classic pop and rock rock ,Motorcycle girl-Eric Burdon
1299,SOKUJAQ12A8AE46C1B,classic pop and rock rock ,Ghetto Child-Eric Burdon
1300,SOMSVWH12A67AE1252,classic pop and rock rock ,Comeback-Eric Burdon
1301,SOBNBUT12A8C1444F3,classic pop and rock rock ,Leo's place-Eric Burdon
1302,SOCORMS12A67AE124F,classic pop and rock rock ,Devil's Daughter-Eric Burdon
1303,SOBMGUW12A8AE4726A,classic pop and rock rock ,Cum-Eric Burdon
1304,SOPTEDP12A8C139E74,composer electronic film composer progressive house trance ,Knowledge Of Self (Evol Intent Remix)-BT
1305,SONXLQQ12AB0184B54,composer electronic film composer progressive house trance ,Robbers Kill Cop-BT
1306,SONIUEQ12AB0184D1A,composer electronic film composer progressive house trance ,Every Other Way-BT feat. JES
1307,SOAUXQN12AB018D2F6,composer electronic film composer progressive house trance ,Mercury & Solace-BT
1308,SOFQHNI12AB018345A,composer electronic film composer progressive house trance ,Ver de Feliz-BT
1309,SOOTFBM12A6D4FCD69,composer electronic film composer progressive house trance ,Korean Waterhole-BT
1310,SOEGJRT12A6D4FCD65,composer electronic film composer progressive house trance ,Henrys Death-BT
1311,SORRBCN12AB017DC63,folk ,Garden Of Eden-Donna The Buffalo
1312,SOHGLOP12AB017DC66,folk ,Broken Record-Donna The Buffalo
1313,SOYOMGJ12A58A7A668,folk ,Each & Every Direction-Donna The Buffalo
1314,SOYNMIH12AB0181C0A,folk ,Tides Of Time-Donna The Buffalo
1315,SOXVPPB12AB0185A28,folk ,Visitor-Donna The Buffalo
1316,SOEOJJA12AB018FCCF,blues chicago blues classic pop and rock electric blues ,Strange Kinda Feeling (Take 4)-Elmore James
1317,SOOBPLB12AB018ABBA,blues chicago blues classic pop and rock electric blues ,Dumb Woman Blues-Elmore James
1318,SOEQLVJ12AB0186D17,blues canadian ,Black Betty-Pat Travers
1319,SOFZJFU12A8C1420A1,blues canadian ,As My Fire Flies-Pat Travers
1320,SOIBNUC12A8C140158,blues canadian ,Bazooka-Pat Travers
1321,SODOSRS12A8C144552,blues canadian ,It Ain't What It Seems-Pat Travers
1322,SOKOYJZ12A8C13FB58,hip hop rnb and dance hall ,Losing Weight Part 2-Cam'Ron / Juelz Santana
1323,SOPFWNZ12A8C13B9C6,hip hop rnb and dance hall ,Shake-Cam'Ron / JR Writer
1324,SOOMUYV12A8C1409D7,hip hop rnb and dance hall ,Do Ya Thing (Remix) (Explicit Album Version)-Cam'Ron
1325,SOKHRQI12A8C13F53E,hip hop rnb and dance hall ,Come Home With Me-Cam'Ron / Juelz Santana / Jimmy Jones
1326,SOBEXVO12AB0180C53,hip hop rnb and dance hall ,O.T. (Skit)-Cam'Ron
1327,SOLNWPG12A8C13B98E,hip hop rnb and dance hall ,Bubble Music-Cam'Ron
1328,SODOKPG12A8C13B97F,hip hop rnb and dance hall ,I'm A Chicken Head (Skit)-Cam'Ron
1329,SOYJAEP12A8C141230,hip hop rnb and dance hall ,I.B.S. (Amended Album Version)-Cam'Ron
1330,SOBLFTH12A6BD53D38,czech ,Star-Krystof
1331,SOTKKSP12A6BD53D32,czech ,Prvni vesela-Krystof
1332,SOOSUHA12A6BD53D30,czech ,Ostravaczech-Krystof
1333,SODKOWW12A8C1325BB,czech ,Vodne stocne-Krystof
1334,SOBCLUB12A6BD53D2E,czech ,Svedomi-Krystof
1335,SOAGUHP12A58A77F2C,australian british english uk ,Give Me Your Word-Frank Ifield
1336,SOIDHVM12AB0183B34,australian british english uk ,He'll Have To Go-Frank Ifield
1337,SOBLXLK12A6D4F746E,australian british english uk ,Yodelling Mad (2002 Digital Remaster)-Frank Ifield
1338,SODGOBW12AB01803D3,australian british english uk ,I'll Be Around-Frank Ifield
1339,SOUHUZR12A8C13E7A6,hip hop rnb and dance hall ,Real McKoy Feat. Busy Signal-Mavado
1340,SOQQVIP12A8C13E7E6,hip hop rnb and dance hall ,Sadness-Mavado
1341,SOKHQEF12AB0183CF6,hip hop rnb and dance hall ,In Di Car Back (Album Version)-Mavado
1342,SOMBCVV12A8C138D4B,chinese ,Hao Lai Hao Qu-Alex Fong
1343,SOOVHAY12A8C143418,german ,Vollmond-In Extremo
1344,SOJNSEO12AB01818F8,german ,Frei zu sein-In Extremo
1345,SOUYYZV12A6D4FBE40,german ,Frei zu sein-In Extremo
1346,SOKNYCV12A8C137625,german ,Signapur-In Extremo
1347,SOGBUZX12AB0188569,argentina argentinian bajofondo easy listening soundtracks and musicals español rock rock en español soundtrack south american ,Moving Up-Gustavo Santaolalla
1348,SODBXDN12AB018194E,argentina argentinian bajofondo easy listening soundtracks and musicals español rock rock en español soundtrack south american ,Endless Flight-Gustavo Santaolalla
1349,SOSNZMS12A58A791D0,argentina argentinian bajofondo easy listening soundtracks and musicals español rock rock en español soundtrack south american ,La Vuelta-Gustavo A. Santaolalla
1350,SOUKZLZ12A6D4F869D,argentina argentinian bajofondo easy listening soundtracks and musicals español rock rock en español soundtrack south american ,The Blinding Sun-Gustavo Santaolalla
1351,SOVEVEW12A8C13D5A6,canadian country rock folk rock ,Mystic River-Blue Rodeo
1352,SONERDT12AB017EE72,canadian country rock folk rock ,Never Look Back-Blue Rodeo
1353,SOCFJZY12A8151CDB5,canadian country rock folk rock ,Up On That Cloud-Blue Rodeo
1354,SOHUOAP12A8AE488E9,canadian country rock folk rock ,Floating-Blue Rodeo
1355,SOLWZMY12AB0182AAD,canadian country rock folk rock ,Million Miles-Blue Rodeo
1356,SOFGAJF12A8C141DA3,canadian country rock folk rock ,Fools Like You-Blue Rodeo
1357,SOSLBDO12AB018117E,australian dance electronic house pop ,I Love It [Clubstar Remix]-Sneaky Sound System
1358,SOZZPYH12AB0187578,australian dance electronic house pop ,Lost In The Future-Sneaky Sound System
1359,SOKPPXC12A8C13AACE,bristol british drum and bass rock and indie ,Encore-Roni Size
1360,SOFTBCN12A8C13AAC1,bristol british drum and bass rock and indie ,Less Is More-Roni Size
1361,SOAFEJH12A6D4F971F,bristol british drum and bass rock and indie ,Forget Me Knots (Bailey Remix)-Roni Size
1362,SOOERYW12AB0185A53,hip hop rnb and dance hall ,Prove Something (explicit album version)-Fat Joe
1363,SOMBEOP12AB018A0F7,hip hop rnb and dance hall ,Bust At You [featuring Baby_ Scarface & Tony Sunshine] (edited album version)-Fat Joe
1364,SOHYFPE12A6702090B,hip hop rnb and dance hall ,My FoFo  (Album Version - Amended)-Fat Joe
1365,SOLYAFD12A6702090E,hip hop rnb and dance hall ,Get It Poppin' [Featuring Nelly]  (Album Version - Exp. Version) [Serban Main 4/20/05]-Fat Joe
1366,SOADTWR12A8C136DB5,hip hop rnb and dance hall ,Words With Fat Joe-Fat Joe
1367,SORZYYB12A6D4FA42E,hip hop rnb and dance hall ,Hard Not 2 Kill (Explicit)-Fat Joe
1368,SOQUHIF12A8C131AE9,greek ,Oute Mia Fora-Irini Merkouri
1369,SOELHNO12A8C13F09F,greek ,Ela Edo Kardia Mou-Irini Merkouri
1370,SOBMYTL12A8C134F0E,greek ,Magiki Vradia-Irini Merkouri
1371,SOZUSPS12AB018DD52,english production music ,Running Sabotage-Johnny Pearson
1372,SOZONJS12A58A7920D,english production music ,Boss-Eyed Whelk-Johnny Pearson
1373,SOJLUMZ12AB0186CA1,english production music ,Purple Haze-Johnny Pearson
1374,SOHJLBS12AB018B305,english production music ,Lets Go Amigos - Tail-Johnny Pearson
1375,SOGEMEJ12B34F1C5AC,blues rock british classic pop and rock english hard rock progressive rock psychedelic rock rock soft rock uk ,Arnold Layne-David Gilmour Featuring Richard Wright
1376,SOJPOIO12AB0184888,production music ,Piranha-Bumblefoot
1377,SOBRBOP12AB018ABA1,production music ,Abnormal (Acoustic)-Bumblefoot
1378,SOSQILZ12AB0185AFB,country ,I Can't Wait 'Til Christmas (LP Version)-Bryan White
1379,SOKDPUY12AB0184594,country ,God Gave Me You (Single/LP Version)-Bryan White
1380,SOLXZLR12AB018459D,country ,Love Happens Just Like That (LP Version)-Bryan White
1381,SOYRCSM12AB0181154,hip hop rnb and dance hall ,Lonely-Gyptian
1382,SOGDEPN12AB018C5C0,hip hop rnb and dance hall ,Harda They Come-Gyptian
1383,SOVYUTS12AC4688BF4,hip hop rnb and dance hall ,Rudeboy Shuffling-Dwayne_ Gyptian
1384,SOITJXD12A8C133C31,hip hop rnb and dance hall ,What Are You Fighting For-Gyptian
1385,SOLYFEM12A8AE4836E,hip hop rnb and dance hall ,Gun Thirsty-Bounty Killer
1386,SOAGRTC12AC468B954,hip hop rnb and dance hall ,Ask Fi War-Bounty Killer
1387,SOKOMCI12A8C13D445,hip hop rnb and dance hall ,Coppershot-Bounty Killer
1388,SONFAMH12A6D4FA1FE,hip hop rnb and dance hall ,Cellular Phone-Bounty Killer
1389,SOMXUAV12AB0188A0E,american pop rnb soul ,Dedicated To The One I Love-The Shirelles
1390,SOEMLQO12AB01808B6,american pop rnb soul ,Will You Love Me Tomorrow-The Shirelles
1391,SOEYALK12A8C143123,american pop rnb soul ,Foolish Little Girl-The Shirelles
1392,SOMTPYO12A8C14413D,hip hop rnb and dance hall ,Uptown-Camp Lo
1393,SOEJBBP12AB017F03E,hip hop rnb and dance hall ,Bubblin' (Anita Demo)-Camp Lo
1394,SOKAVIC12AF72A4556,hip hop rnb and dance hall ,Sparkle-Camp Lo
1395,SOKFCAA12AB017EF43,hip hop rnb and dance hall ,Baby Mama-Camp Lo
1396,SOPEXAV12A8C144164,hip hop rnb and dance hall ,Black Connect 3-Camp Lo
1397,SOXXBFW12A8C13D1E6,classic pop and rock finnish ,No Comprimise_ No Regrets-Hanoi Rocks
1398,SOILZTW12A8C1438A1,classic pop and rock finnish ,Walkin' Away-Hanoi Rocks
1399,SONAMOI12AB0182AA1,classic pop and rock finnish ,Mental Beat-Hanoi Rocks
1400,SOJMWFE12A8C139C13,american film composer lyricist singer soundtrack united states video game ,Birdies-Danny Elfman
1401,SOUZAFY12A8C136709,american film composer lyricist singer soundtrack united states video game ,Sleuthing-Danny Elfman
1402,SOEJUVY12A8C135C4A,american film composer lyricist singer soundtrack united states video game ,The Kingdom - Titles-Danny Elfman
1403,SOILOWM12AB018648D,berlin breakcore digital hardcore electro electropunk european gabber german germany hardcore punk hardcore techno industrial punk ,Destroy 2000 Years Of Culture-Atari Teenage Riot
1404,SOIQQIX12AB018827D,berlin breakcore digital hardcore electro electropunk european gabber german germany hardcore punk hardcore techno industrial punk ,Live At Brixton Academy 1999-Atari Teenage Riot
1405,SOTDNWF12AB0186452,berlin breakcore digital hardcore electro electropunk european gabber german germany hardcore punk hardcore techno industrial punk ,Revolution Action-Atari Teenage Riot
1406,SORURGG12A8C13E8BF,hip hop hip-hop rap rock and indie ,Crack-RUN-DMC
1407,SOUNTXT12A8C138FC2,hip hop hip-hop rap rock and indie ,Can I Get A Witness-RUN-DMC
1408,SOZWAMN12AB018234D,hip hop hip-hop rap rock and indie ,Let's Stay Together (Together Forever)-RUN-DMC Featuring Jagged Edge
1409,SOTVEKK12A8C1392E1,hip hop hip-hop rap rock and indie ,Hard Times-RUN-DMC
1410,SOIKYJF12A8C138BB7,hip hop hip-hop rap rock and indie ,Run's House-RUN-DMC
